,RouteNumber,Source,Target,SourceLong,SourceLat,TargetLong,TargetLat,TotalStations
60,101BCLUSTER,Vidhan Sabha Metro Station,Khyber Pass,77.221,28.686999999999998,77.221,28.69,
61,101BCLUSTER,Khyber Pass,Mall Road,77.221,28.69,77.218,28.693,
62,101BCLUSTER,Mall Road,Vishwa Vidyalaya Metro Station,77.218,28.693,77.214,28.695,
63,101BCLUSTER,Vishwa Vidyalaya Metro Station,I.N.S. Hostel,77.214,28.695,77.212,28.696,
64,101BCLUSTER,I.N.S. Hostel,G.T.B. Nagar,77.212,28.695999999999998,77.2060021632,28.698215324,
65,101BCLUSTER,G.T.B. Nagar,New Police Lines,77.2060021632,28.698215324,77.203,28.699,
66,101BCLUSTER,New Police Lines,Alpna Cinema,77.203,28.699,77.1939532553,28.7026226127,
67,101BCLUSTER,Alpna Cinema,Model Town II,77.1939532553,28.7026226127,77.19,28.704,
68,101BCLUSTER,Model Town II,Model Town III,77.19,28.704,77.185,28.706,
69,101BCLUSTER,Model Town III,Azadpur Metro station,77.185,28.706,77.18,28.707,
70,101BCLUSTER,Azadpur Metro station,Azadpur Terminal,77.18,28.706999999999997,77.177743,28.708115,
71,101BCLUSTER,Azadpur Terminal,New Sabzi Mandi,77.177743,28.708115000000003,77.172,28.714,
72,101BCLUSTER,New Sabzi Mandi,Adarsh Nagar / Bharola Village,77.172,28.714000000000002,77.17,28.715,
73,101BCLUSTER,Adarsh Nagar / Bharola Village,Sarai Peepal Thala,77.17,28.715,77.166,28.72,
74,101BCLUSTER,Sarai Peepal Thala,Mahindra Park (Pitampura),77.166,28.72,77.1656016998,28.7218727914,
75,101BCLUSTER,Mahindra Park (Pitampura),Jahangirpuri GT Road,77.16560169979999,28.7218727914,77.162,28.725,
76,101BCLUSTER,Jahangirpuri GT Road,Jahangir Puri Metro Station,77.16199999999999,28.725,77.161,28.727,
77,101BCLUSTER,Jahangir Puri Metro Station,G.T.K. Depot,77.161,28.726999999999997,77.1583198811,28.731536134,
78,101BCLUSTER,G.T.K. Depot,Mukraba Chowk,77.1583198811,28.731536134000002,77.152,28.732,
79,101BCLUSTER,Mukraba Chowk,Sanjay Gandhi Transport Nagar,77.152,28.732,77.154,28.738,
80,101BCLUSTER,Sanjay Gandhi Transport Nagar,Libas Pur G.T. Road,77.154,28.738000000000003,77.15,28.751,
81,101BCLUSTER,Libas Pur G.T. Road,Swaroop Nagar JJ Colony GT Road,77.15,28.750999999999998,77.15,28.751,
82,101BCLUSTER,Swaroop Nagar JJ Colony GT Road,Swaroop Nagar JJ Colony,77.15,28.750999999999998,77.162,28.755,
83,101EXTNCLUSTER,Old Delhi Railway Station,Kauria Bridge,77.22399999999999,28.66,77.234,28.66,34.0
84,101EXTNCLUSTER,Kauria Bridge,GPO,77.234,28.66,77.234,28.661,
85,101EXTNCLUSTER,GPO,Guru Gobind Singh Indraprastha University (Kashmere Gate),77.234,28.660999999999998,77.234,28.664,
86,101EXTNCLUSTER,Guru Gobind Singh Indraprastha University (Kashmere Gate),ISBT / Kashmiri Gate,77.234,28.664,77.229,28.666,
87,101EXTNCLUSTER,ISBT / Kashmiri Gate,ISBT Kashmere Gate (Nityanand Marg),77.229,28.666,77.225,28.668,
88,101EXTNCLUSTER,ISBT Kashmere Gate (Nityanand Marg),Ludlow Castle,77.225,28.668000000000003,77.225,28.672,
89,101EXTNCLUSTER,Ludlow Castle,Exchange Store,77.225,28.671999999999997,77.224,28.676,
90,101EXTNCLUSTER,Exchange Store,Civil Line Metro Station,77.22399999999999,28.676,77.224,28.678,
91,101EXTNCLUSTER,Civil Line Metro Station,I P College,77.22399999999999,28.678,77.223,28.68,
92,101EXTNCLUSTER,I P College,Old Secretariat,77.223,28.68,77.222,28.683,
93,101EXTNCLUSTER,Old Secretariat,Vidhan Sabha Metro Station,77.222,28.683000000000003,77.221,28.687,
94,101EXTNCLUSTER,Vidhan Sabha Metro Station,Khyber Pass,77.221,28.686999999999998,77.221,28.69,
95,101EXTNCLUSTER,Khyber Pass,Mall Road,77.221,28.69,77.218,28.693,
96,101EXTNCLUSTER,Mall Road,Vishwa Vidyalaya Metro Station,77.218,28.693,77.214,28.695,
97,101EXTNCLUSTER,Vishwa Vidyalaya Metro Station,I.N.S. Hostel,77.214,28.695,77.212,28.696,
98,101EXTNCLUSTER,I.N.S. Hostel,G.T.B. Nagar,77.212,28.695999999999998,77.2060021632,28.698215324,
99,101EXTNCLUSTER,G.T.B. Nagar,New Police Lines,77.2060021632,28.698215324,77.203,28.699,
100,101EXTNCLUSTER,New Police Lines,Alpna Cinema,77.203,28.699,77.1939532553,28.7026226127,
101,101EXTNCLUSTER,Alpna Cinema,Model Town II,77.1939532553,28.7026226127,77.19,28.704,
102,101EXTNCLUSTER,Model Town II,Model Town III,77.19,28.704,77.185,28.706,
103,101EXTNCLUSTER,Model Town III,Azadpur Metro station,77.185,28.706,77.18,28.707,
104,101EXTNCLUSTER,Azadpur Metro station,Azadpur Terminal,77.18,28.706999999999997,77.177743,28.708115,
105,101EXTNCLUSTER,Azadpur Terminal,New Sabzi Mandi,77.177743,28.708115000000003,77.172,28.714,
106,101EXTNCLUSTER,New Sabzi Mandi,Adarsh Nagar / Bharola Village,77.172,28.714000000000002,77.17,28.715,
107,101EXTNCLUSTER,Adarsh Nagar / Bharola Village,Sarai Peepal Thala,77.17,28.715,77.166,28.72,
108,101EXTNCLUSTER,Sarai Peepal Thala,Mahindra Park (Pitampura),77.166,28.72,77.1656016998,28.7218727914,
109,101EXTNCLUSTER,Mahindra Park (Pitampura),Jahangirpuri GT Road,77.16560169979999,28.7218727914,77.162,28.725,
110,101EXTNCLUSTER,Jahangirpuri GT Road,Jahangir Puri Metro Station,77.16199999999999,28.725,77.161,28.727,
111,101EXTNCLUSTER,Jahangir Puri Metro Station,G.T.K. Depot,77.161,28.726999999999997,77.1583198811,28.731536134,
112,101EXTNCLUSTER,G.T.K. Depot,Mukraba Chowk,77.1583198811,28.731536134000002,77.152,28.732,
113,101EXTNCLUSTER,Mukraba Chowk,Sanjay Gandhi Transport Nagar,77.152,28.732,77.154,28.738,
114,101EXTNCLUSTER,Sanjay Gandhi Transport Nagar,Libas Pur G.T. Road,77.154,28.738000000000003,77.15,28.751,
115,101EXTNCLUSTER,Libas Pur G.T. Road,Swaroop Nagar GT Road,77.15,28.750999999999998,77.147,28.758,
134,103,Fatehpuri,ISBT / Kashmiri Gate,77.223935,28.660643,77.229,28.666,16.0
135,103,ISBT / Kashmiri Gate,Old Secretariat,77.229,28.666,77.222,28.683,
136,103,Old Secretariat,G.T.B. Nagar,77.222,28.683000000000003,77.2060021632,28.698215324,
137,103,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
138,103,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
139,103,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
140,103,G.T.K. Depot,Badli G.T. Road,77.1583198811,28.731536134000002,77.1529000243,28.7416424468,
141,103,Badli G.T. Road,Nangli Poonam,77.15290002430001,28.741642446799997,77.143,28.772,
142,103,Nangli Poonam,Budh Pur,77.143,28.772,77.1411551545,28.7816201773,
143,103,Budh Pur,Ali Pur,77.1411551545,28.7816201773,77.1395071983,28.7963520569,
144,103,Ali Pur,Ali Pur Garhi,77.1395071983,28.7963520569,77.1277266528,28.798020701,
145,103,Ali Pur Garhi,Minda Farm,77.12772665279999,28.798020701,77.1223045734,28.7977103339,
146,103,Minda Farm,Shah Pur Garhi,77.1223045734,28.7977103339,77.102,28.817,
147,103,Shah Pur Garhi,Bhor Garh,77.102,28.816999999999997,77.0946150086,28.8292975832,
148,103,Bhor Garh,Narela Terminal,77.0946150086,28.829297583200002,77.088,28.852,
161,103STL,Azadpur Terminal,Adarsh Nagar,77.177743,28.708115000000003,77.170962,28.7157508187,13.0
162,103STL,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
163,103STL,G.T.K. Depot,Libas Pur G.T. Road,77.1583198811,28.731536134000002,77.15,28.751,
164,103STL,Libas Pur G.T. Road,Nangli Poonam,77.15,28.750999999999998,77.143,28.772,
165,103STL,Nangli Poonam,Budh Pur,77.143,28.772,77.1411551545,28.7816201773,
166,103STL,Budh Pur,Ali Pur,77.1411551545,28.7816201773,77.1395071983,28.7963520569,
167,103STL,Ali Pur,Ali Pur Garhi,77.1395071983,28.7963520569,77.1277266528,28.798020701,
168,103STL,Ali Pur Garhi,Minda Farm,77.12772665279999,28.798020701,77.1223045734,28.7977103339,
169,103STL,Minda Farm,Shah Pur Garhi,77.1223045734,28.7977103339,77.102,28.817,
170,103STL,Shah Pur Garhi,Bhor Garh,77.102,28.816999999999997,77.0946150086,28.8292975832,
171,103STL,Bhor Garh,Narela Terminal,77.0946150086,28.829297583200002,77.088,28.852,
172,103STL,Narela Terminal,A7 Raja Harish Chandra Hospital Narela,77.08800000000001,28.851999999999997,77.102,28.839,
189,106,Fatehpuri,Mori Gate,77.223935,28.660643,77.221,28.666,22.0
190,106,Mori Gate,Ice Factory,77.221,28.666,77.209181,28.666948,
191,106,Ice Factory,Kamla Nagar Clock Tower,77.209181,28.666947999999998,77.20151,28.677784,
192,106,Kamla Nagar Clock Tower,R.P. Bagh,77.20151,28.677784000000003,77.193,28.688,
193,106,R.P. Bagh,Bara Bagh,77.193,28.688000000000002,77.183079,28.701728,
194,106,Bara Bagh,Adarsh Nagar,77.183079,28.701728000000003,77.170962,28.7157508187,
195,106,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
196,106,G.T.K. Depot,Haider Pur Water Works,77.1583198811,28.731536134000002,77.140706673,28.7212643486,
197,106,Haider Pur Water Works,ESI Hospital Rohini,77.140706673,28.721264348600002,77.126769,28.726496,
198,106,ESI Hospital Rohini,Rohini Sector 16,77.126769,28.726496,77.128,28.736,
199,106,Rohini Sector 16,Shahbad Daulat Pur,77.128,28.736,77.111,28.745,
200,106,Shahbad Daulat Pur,Prahladpur,77.111,28.745,77.294,28.5,
201,106,Prahladpur,Barwala,77.294,28.5,77.060833,28.7590708,
202,106,Barwala,Pooth Khurd,77.060833,28.7590708,77.048,28.772,
203,106,Pooth Khurd,Dhake Wala,77.048,28.772,77.0402832031,28.7873325348,
204,106,Dhake Wala,Bawana,77.0402832031,28.7873325348,77.0391768529,28.8019489703,
205,106,Bawana,Harewali Village,77.0391768529,28.801948970300003,77.0078168168,28.8318248392,
206,106,Harewali Village,Auchandi Border,77.0078168168,28.8318248392,76.9952309,28.8213842,
207,106,Auchandi Border,Mungesh Pur,76.9952309,28.8213842,76.9734840688,28.8172090068,
208,106,Mungesh Pur,Qutubgarh Border,76.9734840688,28.8172090068,76.9624593,28.8036692,
209,106,Qutubgarh Border,Qutubgarh Border,76.9624593,28.803669199999998,76.9624593,28.8036692,
210,106A,Old Delhi Railway Station,ISBT / Kashmiri Gate,77.22399999999999,28.66,77.229,28.666,17.0
211,106A,ISBT / Kashmiri Gate,Ice Factory,77.229,28.666,77.209181,28.666948,
212,106A,Ice Factory,Clock Tower / Police Station Roshanara Road,77.209181,28.666947999999998,77.2021686226,28.6757557941,
213,106A,Clock Tower / Police Station Roshanara Road,R.P. Bagh,77.2021686226,28.6757557941,77.193,28.688,
214,106A,R.P. Bagh,Bara Bagh,77.193,28.688000000000002,77.183079,28.701728,
215,106A,Bara Bagh,Adarsh Nagar,77.183079,28.701728000000003,77.170962,28.7157508187,
216,106A,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
217,106A,G.T.K. Depot,Sameypur,77.1583198811,28.731536134000002,77.146,28.742,
218,106A,Sameypur,Badli Railway Station,77.146,28.741999999999997,77.1372381847,28.7453477905,
219,106A,Badli Railway Station,Shahbad Daulat Pur,77.1372381847,28.745347790500002,77.111,28.745,
220,106A,Shahbad Daulat Pur,Shahbad Dairy,77.111,28.745,77.096,28.746,
221,106A,Shahbad Dairy,Prahladpur,77.096,28.746,77.294,28.5,
222,106A,Prahladpur,Barwala,77.294,28.5,77.060833,28.7590708,
223,106A,Barwala,Pooth Khurd,77.060833,28.7590708,77.048,28.772,
224,106A,Pooth Khurd,Dhake Wala,77.048,28.772,77.0402832031,28.7873325348,
225,106A,Dhake Wala,Bawana,77.0402832031,28.7873325348,77.0391768529,28.8019489703,
226,107,Fatehpuri,Mori Gate,77.223935,28.660643,77.221,28.666,18.0
227,107,Mori Gate,S.T.A. Office,77.221,28.666,77.2185004114,28.6789797,
228,107,S.T.A. Office,Old Secretariat,77.2185004114,28.678979700000003,77.222,28.683,
229,107,Old Secretariat,G.T.B. Nagar,77.222,28.683000000000003,77.2060021632,28.698215324,
230,107,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
231,107,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
232,107,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
233,107,G.T.K. Depot,Rohini Sector 18,77.1583198811,28.731536134000002,77.1351548754,28.7391999068,
234,107,Rohini Sector 18,Shahbad Daulat Pur,77.1351548754,28.7391999068,77.111,28.745,
235,107,Shahbad Daulat Pur,Shahbad Dairy,77.111,28.745,77.096,28.746,
236,107,Shahbad Dairy,Prahladpur,77.096,28.746,77.294,28.5,
237,107,Prahladpur,Barwala,77.294,28.5,77.060833,28.7590708,
238,107,Barwala,Pooth Khurd,77.060833,28.7590708,77.048,28.772,
239,107,Pooth Khurd,Dhake Wala,77.048,28.772,77.0402832031,28.7873325348,
240,107,Dhake Wala,Bawana,77.0402832031,28.7873325348,77.0391768529,28.8019489703,
241,107,Bawana,Bajitpur,77.0391768529,28.801948970300003,77.003,28.808,
242,107,Bajitpur,Katewara Village,77.003,28.808000000000003,76.975,28.804,
243,108,Balak Ram Hospital,Khalsa College,77.223186,28.705078999999998,77.187,28.653,11.0
244,108,Khalsa College,Shakti Nagar Nangia Park,77.187,28.653000000000002,77.196,28.68,
245,108,Shakti Nagar Nangia Park,Gulabi Bagh,77.196,28.68,77.1887087627,28.6751539029,
246,108,Gulabi Bagh,Shastri Nagar E-Block,77.1887087627,28.6751539029,77.177,28.67,
247,108,Shastri Nagar E-Block,Zakhira,77.17699999999999,28.67,77.165,28.668,
248,108,Zakhira,Moti Nagar,77.165,28.668000000000003,77.144,28.658,
249,108,Moti Nagar,Police Station Kirti Nagar,77.14399999999999,28.658,77.142,28.648,
250,108,Police Station Kirti Nagar,Maya Puri Depot,77.142,28.648000000000003,77.128,28.636,
251,108,Maya Puri Depot,Beri Wala Bagh,77.128,28.636,77.1121587,28.6311506,
252,108,Beri Wala Bagh,Hari Nagar Clock Tower,77.11215870000001,28.631150599999998,77.1101897103,28.6250047386,
253,108,Hari Nagar Clock Tower,Nehru Vihar,77.11018971029999,28.6250047386,77.222,28.711,
254,108,Nehru Vihar,Nehru Vihar Xing,77.222,28.711,77.226,28.708,43.0
255,108,Nehru Vihar Xing,Police Station Timarpur,77.226,28.708000000000002,77.224,28.707,
256,108,Police Station Timarpur,Balak Ram Hospital,77.22399999999999,28.706999999999997,77.223186,28.705079,
257,108,Balak Ram Hospital,Timar Pur,77.223186,28.705078999999998,77.22,28.698,
258,108,Timar Pur,Timarpur BD Estate,77.22,28.698,77.22,28.697,
259,108,Timarpur BD Estate,Mall Road,77.22,28.697,77.218,28.693,
260,108,Mall Road,Vishwa Vidyalaya Metro Station,77.218,28.693,77.214,28.695,
261,108,Vishwa Vidyalaya Metro Station,I.N.S. Hostel,77.214,28.695,77.212,28.696,
262,108,I.N.S. Hostel,Khalsa College,77.212,28.695999999999998,77.187,28.653,
263,108,Khalsa College,Patel Chest,77.187,28.653000000000002,77.208,28.691,
264,108,Patel Chest,Sri Ram College,77.208,28.691,77.206,28.688,
265,108,Sri Ram College,Maurice Nagar,77.206,28.688000000000002,77.205,28.686,
266,108,Maurice Nagar,Kamla Nagar/ Roop Nagar,77.205,28.686,77.202,28.684,
267,108,Kamla Nagar/ Roop Nagar,Shakti Nagar Nangia Park,77.202,28.684,77.196,28.68,
268,108,Shakti Nagar Nangia Park,Chowki No 2 / Gulabi Bagh Crossing,77.196,28.68,77.188,28.677,
269,108,Chowki No 2 / Gulabi Bagh Crossing,Gulabi Bagh,77.188,28.677,77.1887087627,28.6751539029,
270,108,Gulabi Bagh,Shastri Nagar A Block,77.1887087627,28.6751539029,77.186,28.672,
271,108,Shastri Nagar A Block,Subhadra Colony,77.186,28.671999999999997,77.184,28.671,
272,108,Subhadra Colony,Shastri Nagar Metro Station,77.184,28.671,77.18,28.669,
273,108,Shastri Nagar Metro Station,Shastri Nagar E-Block,77.18,28.669,77.177,28.67,
274,108,Shastri Nagar E-Block,Shastri Nagar Shiv Mandir,77.17699999999999,28.67,77.173,28.671,
275,108,Shastri Nagar Shiv Mandir,Inder Lok Metro Station,77.173,28.671,77.169,28.672,
276,108,Inder Lok Metro Station,Inderlok,77.169,28.671999999999997,77.166,28.67,
277,108,Inderlok,Zakhira,77.166,28.67,77.165,28.668,
278,108,Zakhira,DCM Chemical,77.165,28.668000000000003,77.159,28.665,
279,108,DCM Chemical,S.B.Mills,77.15899999999999,28.665,77.154,28.663,
280,108,S.B.Mills,Campa Cola,77.154,28.663,77.151,28.661,
281,108,Campa Cola,ESI Dispensary,77.15100000000001,28.660999999999998,77.148,28.66,
282,108,ESI Dispensary,Moti Nagar,77.148,28.66,77.144,28.658,
283,108,Moti Nagar,Kirti Nagar,77.14399999999999,28.658,77.137,28.655,
284,108,Kirti Nagar,F Block Kirti Nagar,77.137,28.655,77.143,28.648,
285,108,F Block Kirti Nagar,Police Station Kirti Nagar,77.143,28.648000000000003,77.142,28.648,
286,108,Police Station Kirti Nagar,Lakkad Mandi (Mansarovar Garden),77.142,28.648000000000003,77.131,28.637,
287,108,Lakkad Mandi (Mansarovar Garden),Maya Puri Depot,77.131,28.636999999999997,77.128,28.636,
288,108,Maya Puri Depot,Government Press Mayapuri,77.128,28.636,77.124806,28.6340047,
289,108,Government Press Mayapuri,Metal Forging,77.124806,28.634004700000002,77.123,28.629,
290,108,Metal Forging,DDA Flats Hari Nagar,77.123,28.629,77.119,28.63,
291,108,DDA Flats Hari Nagar,Swarg Ashram,77.119,28.63,77.114,28.63,
292,108,Swarg Ashram,Beri Wala Bagh,77.11399999999999,28.63,77.1121587,28.6311506,
293,108,Beri Wala Bagh,Beri Wala Bagh,77.11215870000001,28.631150599999998,77.1121587,28.6311506,
294,108,Beri Wala Bagh,DDU Hospital,77.11215870000001,28.631150599999998,77.111,28.628,
295,108,DDU Hospital,Hari Nagar Clock Tower,77.111,28.628,77.1101897103,28.6250047386,
296,108CLUSTER,Nehru Vihar,Nehru Vihar Xing,77.222,28.711,77.226,28.708,43.0
297,108CLUSTER,Nehru Vihar Xing,Police Station Timarpur,77.226,28.708000000000002,77.224,28.707,
298,108CLUSTER,Police Station Timarpur,Balak Ram Hospital,77.22399999999999,28.706999999999997,77.223186,28.705079,
299,108CLUSTER,Balak Ram Hospital,Timar Pur,77.223186,28.705078999999998,77.22,28.698,
300,108CLUSTER,Timar Pur,Timarpur BD Estate,77.22,28.698,77.22,28.697,
301,108CLUSTER,Timarpur BD Estate,Mall Road,77.22,28.697,77.218,28.693,
302,108CLUSTER,Mall Road,Vishwa Vidyalaya Metro Station,77.218,28.693,77.214,28.695,
303,108CLUSTER,Vishwa Vidyalaya Metro Station,I.N.S. Hostel,77.214,28.695,77.212,28.696,
304,108CLUSTER,I.N.S. Hostel,Khalsa College,77.212,28.695999999999998,77.187,28.653,
305,108CLUSTER,Khalsa College,Patel Chest,77.187,28.653000000000002,77.208,28.691,
306,108CLUSTER,Patel Chest,Sri Ram College,77.208,28.691,77.206,28.688,
307,108CLUSTER,Sri Ram College,Maurice Nagar,77.206,28.688000000000002,77.205,28.686,
308,108CLUSTER,Maurice Nagar,Kamla Nagar/ Roop Nagar,77.205,28.686,77.202,28.684,
309,108CLUSTER,Kamla Nagar/ Roop Nagar,Shakti Nagar Nangia Park,77.202,28.684,77.196,28.68,
310,108CLUSTER,Shakti Nagar Nangia Park,Chowki No 2 / Gulabi Bagh Crossing,77.196,28.68,77.188,28.677,
311,108CLUSTER,Chowki No 2 / Gulabi Bagh Crossing,Gulabi Bagh,77.188,28.677,77.1887087627,28.6751539029,
312,108CLUSTER,Gulabi Bagh,Shastri Nagar A Block,77.1887087627,28.6751539029,77.186,28.672,
313,108CLUSTER,Shastri Nagar A Block,Subhadra Colony,77.186,28.671999999999997,77.184,28.671,
314,108CLUSTER,Subhadra Colony,Shastri Nagar Metro Station,77.184,28.671,77.18,28.669,
315,108CLUSTER,Shastri Nagar Metro Station,Shastri Nagar E-Block,77.18,28.669,77.177,28.67,
316,108CLUSTER,Shastri Nagar E-Block,Shastri Nagar Shiv Mandir,77.17699999999999,28.67,77.173,28.671,
317,108CLUSTER,Shastri Nagar Shiv Mandir,Inder Lok Metro Station,77.173,28.671,77.169,28.672,
318,108CLUSTER,Inder Lok Metro Station,Inderlok,77.169,28.671999999999997,77.166,28.67,
319,108CLUSTER,Inderlok,Zakhira,77.166,28.67,77.165,28.668,
320,108CLUSTER,Zakhira,DCM Chemical,77.165,28.668000000000003,77.159,28.665,
321,108CLUSTER,DCM Chemical,S.B.Mills,77.15899999999999,28.665,77.154,28.663,
322,108CLUSTER,S.B.Mills,Campa Cola,77.154,28.663,77.151,28.661,
323,108CLUSTER,Campa Cola,ESI Dispensary,77.15100000000001,28.660999999999998,77.148,28.66,
324,108CLUSTER,ESI Dispensary,Moti Nagar,77.148,28.66,77.144,28.658,
325,108CLUSTER,Moti Nagar,Kirti Nagar,77.14399999999999,28.658,77.137,28.655,
326,108CLUSTER,Kirti Nagar,F Block Kirti Nagar,77.137,28.655,77.143,28.648,
327,108CLUSTER,F Block Kirti Nagar,Police Station Kirti Nagar,77.143,28.648000000000003,77.142,28.648,
328,108CLUSTER,Police Station Kirti Nagar,Lakkad Mandi (Mansarovar Garden),77.142,28.648000000000003,77.131,28.637,
329,108CLUSTER,Lakkad Mandi (Mansarovar Garden),Maya Puri Depot,77.131,28.636999999999997,77.128,28.636,
330,108CLUSTER,Maya Puri Depot,Government Press Mayapuri,77.128,28.636,77.124806,28.6340047,
331,108CLUSTER,Government Press Mayapuri,Metal Forging,77.124806,28.634004700000002,77.123,28.629,
332,108CLUSTER,Metal Forging,DDA Flats Hari Nagar,77.123,28.629,77.119,28.63,
333,108CLUSTER,DDA Flats Hari Nagar,Swarg Ashram,77.119,28.63,77.114,28.63,
334,108CLUSTER,Swarg Ashram,Beri Wala Bagh,77.11399999999999,28.63,77.1121587,28.6311506,
335,108CLUSTER,Beri Wala Bagh,Beri Wala Bagh,77.11215870000001,28.631150599999998,77.1121587,28.6311506,
336,108CLUSTER,Beri Wala Bagh,DDU Hospital,77.11215870000001,28.631150599999998,77.111,28.628,
337,108CLUSTER,DDU Hospital,Hari Nagar Clock Tower,77.111,28.628,77.1101897103,28.6250047386,
376,112,Fatehpuri,ISBT / Kashmiri Gate,77.223935,28.660643,77.229,28.666,18.0
377,112,ISBT / Kashmiri Gate,Old Secretariat,77.229,28.666,77.222,28.683,
378,112,Old Secretariat,G.T.B. Nagar,77.222,28.683000000000003,77.2060021632,28.698215324,
379,112,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
380,112,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
381,112,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
382,112,G.T.K. Depot,Libas Pur G.T. Road,77.1583198811,28.731536134000002,77.15,28.751,
383,112,Libas Pur G.T. Road,Nangli Poonam,77.15,28.750999999999998,77.143,28.772,
384,112,Nangli Poonam,Budh Pur,77.143,28.772,77.1411551545,28.7816201773,
385,112,Budh Pur,Ali Pur,77.1411551545,28.7816201773,77.1395071983,28.7963520569,
