,RouteNumber,Source,Target,SourceLong,SourceLat,TargetLong,TargetLat,TotalStations
7444,623EXT - Cluster,Patiala House,National Stadium,77.233,28.616,77.239,28.611,
7445,623EXT - Cluster,National Stadium,Shaha Jahan Road,77.23899999999999,28.611,77.227,28.608,
7446,623EXT - Cluster,Shaha Jahan Road,Humayun Road,77.227,28.608,77.227,28.603,
7447,623EXT - Cluster,Humayun Road,Sujan Singh Park,77.227,28.603,77.229,28.6,
7448,623EXT - Cluster,Sujan Singh Park,Sujan Singh Park,77.229,28.6,77.228,28.599,
7449,623EXT - Cluster,Sujan Singh Park,Bharti Nagar,77.22800000000001,28.599,77.2286704968,28.5972267648,
7450,623EXT - Cluster,Bharti Nagar,Dayal Singh College,77.2286704968,28.5972267648,77.229,28.592,
7451,623EXT - Cluster,Dayal Singh College,Pragati Vihar,77.229,28.592,77.229,28.587,
7452,623EXT - Cluster,Pragati Vihar,J L Nehru Stadium,77.229,28.587,77.23,28.584,
7453,623EXT - Cluster,J L Nehru Stadium,Sewa Nagar Flyover,77.23,28.584,77.229,28.578,
7454,623EXT - Cluster,Sewa Nagar Flyover,Defence Colony,77.229,28.578000000000003,77.2381855543,28.5737263681,
7455,623EXT - Cluster,Defence Colony,PT College Kotla,77.2381855543,28.5737263681,77.226,28.569,
7456,623EXT - Cluster,PT College Kotla,South Extn Kotla Petrol Pump,77.226,28.569000000000003,77.218,28.568,
7457,623EXT - Cluster,South Extn Kotla Petrol Pump,South Extension,77.218,28.568,77.216,28.568,
7458,623EXT - Cluster,South Extension,A.I.I.M.S.,77.21600000000001,28.568,77.2077729735,28.5663565231,
7459,623EXT - Cluster,A.I.I.M.S.,Safdarjung Hospital,77.2077729735,28.566356523099998,77.204,28.569,
7460,623EXT - Cluster,Safdarjung Hospital,Narouji Nagar,77.204,28.569000000000003,77.195,28.569,
7461,623EXT - Cluster,Narouji Nagar,Africa Avenue,77.195,28.569000000000003,77.191,28.569,
7462,623EXT - Cluster,Africa Avenue,Bhikaji Cama Place,77.191,28.569000000000003,77.189,28.568,
7463,623EXT - Cluster,Bhikaji Cama Place,Shahbad Mohd. Pur Village,77.189,28.568,77.189,28.564,
7464,623EXT - Cluster,Shahbad Mohd. Pur Village,R K Puram Sec-2,77.189,28.564,77.188,28.561,
7465,623EXT - Cluster,R K Puram Sec-2,R K Puram Sec-3,77.188,28.561,77.184,28.556,
7466,623EXT - Cluster,R K Puram Sec-3,R K Puram Sec-3,77.184,28.555999999999997,77.182,28.558,
7467,623EXT - Cluster,R K Puram Sec-3,R K Puram Sec-4,77.182,28.558000000000003,77.18,28.561,
7468,623EXT - Cluster,R K Puram Sec-4,RK Puram Sec 1-4,77.18,28.561,77.178,28.562,
7469,623EXT - Cluster,RK Puram Sec 1-4,R K Puram Nab,77.178,28.561999999999998,77.176,28.561,
7470,623EXT - Cluster,R K Puram Nab,Munirka,77.176,28.561,77.173,28.558,
7471,623EXT - Cluster,Munirka,Vasant Vihar Depot,77.173,28.558000000000003,77.17,28.559,
7472,623EXT - Cluster,Vasant Vihar Depot,Vasant Lok,77.17,28.559,77.164,28.56,
7473,623EXT - Cluster,Vasant Lok,Vasant Vihar F Block Poorvi Marg,77.164,28.56,77.161,28.56,
7474,623EXT - Cluster,Vasant Vihar F Block Poorvi Marg,Modern School,77.161,28.56,77.157,28.559,
7475,623EXT - Cluster,Modern School,C.P.W.D. Colony Vasant Vihar,77.157,28.559,77.1644161642,28.5551670877,
7476,623EXT - Cluster,C.P.W.D. Colony Vasant Vihar,C.P.W.D. Colony Vasant Vihar,77.1644161642,28.5551670877,77.1644161642,28.5551670877,
9045,764 - Cluster,Sai Baba Mandir (Nazafgarh),Nangli Sakrawati,76.999,28.613000000000003,77.003,28.614,55.0
9046,764 - Cluster,Nangli Sakrawati,Nangli Sakrawati Crossing,77.003,28.614,77.007,28.616,
9047,764 - Cluster,Nangli Sakrawati Crossing,Arjun Park,77.007,28.616,77.012,28.618,
9048,764 - Cluster,Arjun Park,Nangli Dairy,77.012,28.618000000000002,77.017,28.62,
9049,764 - Cluster,Nangli Dairy,Kakrola Bridge,77.017,28.62,77.025,28.619,
9050,764 - Cluster,Kakrola Bridge,Kakrola More,77.025,28.619,77.029,28.619,
9051,764 - Cluster,Kakrola More,Kakrola Xing,77.029,28.619,77.031,28.619,
9052,764 - Cluster,Kakrola Xing,Suraj Vihar,77.031,28.619,77.033,28.613,
9053,764 - Cluster,Suraj Vihar,Netaji Subhash Institute Of Technology,77.033,28.613000000000003,77.035,28.607,
9054,764 - Cluster,Netaji Subhash Institute Of Technology,Dwarka Sec 13,77.035,28.607,77.036,28.605,
9055,764 - Cluster,Dwarka Sec 13,MRV School Sec 13 Dwarka,77.036,28.605,77.039,28.604,
9056,764 - Cluster,MRV School Sec 13 Dwarka,Dwarka Sec 13-3 Xing,77.039,28.604,77.041,28.602,
9057,764 - Cluster,Dwarka Sec 13-3 Xing,Dwarka Sec 3/4,77.041,28.601999999999997,77.042,28.602,
9058,764 - Cluster,Dwarka Sec 3/4,DPS Matiala,77.042,28.601999999999997,77.0466095,28.6048105,
9059,764 - Cluster,DPS Matiala,Matiyala Xing,77.0466095,28.6048105,77.052,28.605,
9060,764 - Cluster,Matiyala Xing,Raja Puri,77.05199999999999,28.605,77.054,28.604,
9061,764 - Cluster,Raja Puri,Madhu Vihar,77.054,28.604,77.061,28.6,
9062,764 - Cluster,Madhu Vihar,Dwarka Sector 2-6 X-ing,77.061,28.6,77.0643999863,28.5976205167,
9063,764 - Cluster,Dwarka Sector 2-6 X-ing,J M International School,77.0643999863,28.5976205167,77.069,28.595,
9064,764 - Cluster,J M International School,Dwarka Crossing/ Dwarka Sec 1,77.069,28.595,77.073,28.594,
9065,764 - Cluster,Dwarka Crossing/ Dwarka Sec 1,Health Centre,77.07300000000001,28.594,77.081,28.592,
9066,764 - Cluster,Health Centre,Palam Village / Mangla Puri,77.081,28.592,77.086,28.589,
9067,764 - Cluster,Palam Village / Mangla Puri,Dwarka Sec 1 Road No. 201,77.086,28.589000000000002,77.08,28.592,
9068,764 - Cluster,Dwarka Sec 1 Road No. 201,Palam Colony,77.08,28.592,77.123,28.564,
9069,764 - Cluster,Palam Colony,Prahladpur,77.123,28.564,77.294,28.5,
9070,764 - Cluster,Prahladpur,Indian Oil Station,77.294,28.5,77.108,28.577,
9071,764 - Cluster,Indian Oil Station,IOL,77.108,28.576999999999998,77.116,28.575,
9072,764 - Cluster,IOL,Radisson Hotel,77.116,28.575,77.119,28.543,
9073,764 - Cluster,Radisson Hotel,NHW 8,77.119,28.543000000000003,77.132,28.569,
9074,764 - Cluster,NHW 8,APS Colony,77.132,28.569000000000003,77.141397,28.5749009079,
9075,764 - Cluster,APS Colony,Arjun Path,77.141397,28.5749009079,77.147,28.575,
9076,764 - Cluster,Arjun Path,Subroto Park (Arjun Path),77.14699999999999,28.575,77.151,28.574,
9077,764 - Cluster,Subroto Park (Arjun Path),Vasant Village,77.15100000000001,28.574,77.16,28.574,
9078,764 - Cluster,Vasant Village,S.M. Temple,77.16,28.574,77.162,28.571,
9079,764 - Cluster,S.M. Temple,R K Puram Sec-5,77.16199999999999,28.570999999999998,77.167,28.563,
9080,764 - Cluster,R K Puram Sec-5,R K Puram Sec-5,77.167,28.563000000000002,77.169,28.561,
9081,764 - Cluster,R K Puram Sec-5,Vasant Vihar Depot,77.169,28.561,77.17,28.559,
9082,764 - Cluster,Vasant Vihar Depot,Munirka Family Planning,77.17,28.559,77.173,28.557,
9083,764 - Cluster,Munirka Family Planning,Munirka DDA Flat,77.173,28.557,77.178,28.554,
9084,764 - Cluster,Munirka DDA Flat,ISTM,77.178,28.554000000000002,77.181,28.552,
9085,764 - Cluster,ISTM,I.I.T. Hostel,77.181,28.552,77.184,28.551,
9086,764 - Cluster,I.I.T. Hostel,Jia Sarai,77.184,28.551,77.189,28.548,
9087,764 - Cluster,Jia Sarai,I.I.T. Gate,77.189,28.548000000000002,77.2,28.542,
9088,764 - Cluster,I.I.T. Gate,Hauz Khas Terminal,77.2,28.541999999999998,77.2021504,28.5431394,
9089,764 - Cluster,Hauz Khas Terminal,Panchsheel Club,77.20215040000001,28.543139399999998,77.205,28.543,
9090,764 - Cluster,Panchsheel Club,Sadhna Enclave,77.205,28.543000000000003,77.216,28.543,
9091,764 - Cluster,Sadhna Enclave,North Point (Nursing Home),77.21600000000001,28.543000000000003,77.218,28.542,
9092,764 - Cluster,North Point (Nursing Home),Swami Nagar,77.218,28.541999999999998,77.224,28.542,
9093,764 - Cluster,Swami Nagar,Chirag Dilli,77.22399999999999,28.541999999999998,77.23,28.542,
9094,764 - Cluster,Chirag Dilli,Masjid Moth,77.23,28.541999999999998,77.236,28.54,
9095,764 - Cluster,Masjid Moth,Savitri Cinema,77.236,28.54,77.237,28.541,
9096,764 - Cluster,Savitri Cinema,O.S. Communication,77.237,28.541,77.235,28.54,
9097,764 - Cluster,O.S. Communication,Pumposh Enclave,77.235,28.54,77.243,28.543,
9098,764 - Cluster,Pumposh Enclave,Nehru Place Terminal,77.243,28.543000000000003,77.255,28.548,
9117,764Ext - Cluster,Sai Baba Mandir (Nazafgarh),Nangli Sakrawati,76.999,28.613000000000003,77.003,28.614,65.0
9118,764Ext - Cluster,Nangli Sakrawati,Nangli Sakrawati Crossing,77.003,28.614,77.007,28.616,
9119,764Ext - Cluster,Nangli Sakrawati Crossing,Arjun Park,77.007,28.616,77.012,28.618,
9120,764Ext - Cluster,Arjun Park,Nangli Dairy,77.012,28.618000000000002,77.017,28.62,
9121,764Ext - Cluster,Nangli Dairy,Kakrola Bridge,77.017,28.62,77.025,28.619,
9122,764Ext - Cluster,Kakrola Bridge,Kakrola More,77.025,28.619,77.029,28.619,
9123,764Ext - Cluster,Kakrola More,Kakrola Xing,77.029,28.619,77.031,28.619,
9124,764Ext - Cluster,Kakrola Xing,Suraj Vihar,77.031,28.619,77.033,28.613,
9125,764Ext - Cluster,Suraj Vihar,Netaji Subhash Institute Of Technology,77.033,28.613000000000003,77.035,28.607,
9126,764Ext - Cluster,Netaji Subhash Institute Of Technology,Dwarka Sec 13,77.035,28.607,77.036,28.605,
9127,764Ext - Cluster,Dwarka Sec 13,MRV School Sec 13 Dwarka,77.036,28.605,77.039,28.604,
9128,764Ext - Cluster,MRV School Sec 13 Dwarka,Dwarka Sec 13-3 Xing,77.039,28.604,77.041,28.602,
9129,764Ext - Cluster,Dwarka Sec 13-3 Xing,Dwarka Sec 3/4,77.041,28.601999999999997,77.042,28.602,
9130,764Ext - Cluster,Dwarka Sec 3/4,DPS Matiala,77.042,28.601999999999997,77.0466095,28.6048105,
9131,764Ext - Cluster,DPS Matiala,Matiyala Xing,77.0466095,28.6048105,77.052,28.605,
9132,764Ext - Cluster,Matiyala Xing,Raja Puri,77.05199999999999,28.605,77.054,28.604,
9133,764Ext - Cluster,Raja Puri,Madhu Vihar,77.054,28.604,77.061,28.6,
9134,764Ext - Cluster,Madhu Vihar,Dwarka Sector 2-6 X-ing,77.061,28.6,77.0643999863,28.5976205167,
9135,764Ext - Cluster,Dwarka Sector 2-6 X-ing,J M International School,77.0643999863,28.5976205167,77.069,28.595,
9136,764Ext - Cluster,J M International School,Dwarka Crossing/ Dwarka Sec 1,77.069,28.595,77.073,28.594,
9137,764Ext - Cluster,Dwarka Crossing/ Dwarka Sec 1,Health Centre,77.07300000000001,28.594,77.081,28.592,
9138,764Ext - Cluster,Health Centre,Palam Village / Mangla Puri,77.081,28.592,77.086,28.589,
9139,764Ext - Cluster,Palam Village / Mangla Puri,Dwarka Sec 1 Road No. 201,77.086,28.589000000000002,77.08,28.592,
9140,764Ext - Cluster,Dwarka Sec 1 Road No. 201,Palam Colony,77.08,28.592,77.123,28.564,
9141,764Ext - Cluster,Palam Colony,Prahladpur,77.123,28.564,77.294,28.5,
9142,764Ext - Cluster,Prahladpur,Indian Oil Station,77.294,28.5,77.108,28.577,
9143,764Ext - Cluster,Indian Oil Station,IOL,77.108,28.576999999999998,77.116,28.575,
9144,764Ext - Cluster,IOL,Radisson Hotel,77.116,28.575,77.119,28.543,
9145,764Ext - Cluster,Radisson Hotel,NHW 8,77.119,28.543000000000003,77.132,28.569,
9146,764Ext - Cluster,NHW 8,APS Colony,77.132,28.569000000000003,77.141397,28.5749009079,
9147,764Ext - Cluster,APS Colony,Arjun Path,77.141397,28.5749009079,77.147,28.575,
9148,764Ext - Cluster,Arjun Path,Subroto Park (Arjun Path),77.14699999999999,28.575,77.151,28.574,
9149,764Ext - Cluster,Subroto Park (Arjun Path),Vasant Village,77.15100000000001,28.574,77.16,28.574,
9150,764Ext - Cluster,Vasant Village,S.M. Temple,77.16,28.574,77.162,28.571,
9151,764Ext - Cluster,S.M. Temple,R K Puram Sec-5,77.16199999999999,28.570999999999998,77.167,28.563,
9152,764Ext - Cluster,R K Puram Sec-5,R K Puram Sec-5,77.167,28.563000000000002,77.169,28.561,
9153,764Ext - Cluster,R K Puram Sec-5,Vasant Vihar Depot,77.169,28.561,77.17,28.559,
9154,764Ext - Cluster,Vasant Vihar Depot,Munirka Family Planning,77.17,28.559,77.173,28.557,
9155,764Ext - Cluster,Munirka Family Planning,Munirka DDA Flat,77.173,28.557,77.178,28.554,
9156,764Ext - Cluster,Munirka DDA Flat,ISTM,77.178,28.554000000000002,77.181,28.552,
9157,764Ext - Cluster,ISTM,I.I.T. Hostel,77.181,28.552,77.184,28.551,
9158,764Ext - Cluster,I.I.T. Hostel,Jia Sarai,77.184,28.551,77.189,28.548,
9159,764Ext - Cluster,Jia Sarai,I.I.T. Gate,77.189,28.548000000000002,77.2,28.542,
9160,764Ext - Cluster,I.I.T. Gate,Hauz Khas Terminal,77.2,28.541999999999998,77.2021504,28.5431394,
9161,764Ext - Cluster,Hauz Khas Terminal,Panchsheel Club,77.20215040000001,28.543139399999998,77.205,28.543,
9162,764Ext - Cluster,Panchsheel Club,Sadhna Enclave,77.205,28.543000000000003,77.216,28.543,
9163,764Ext - Cluster,Sadhna Enclave,North Point (Nursing Home),77.21600000000001,28.543000000000003,77.218,28.542,
9164,764Ext - Cluster,North Point (Nursing Home),Swami Nagar,77.218,28.541999999999998,77.224,28.542,
9165,764Ext - Cluster,Swami Nagar,Chirag Dilli,77.22399999999999,28.541999999999998,77.23,28.542,
9166,764Ext - Cluster,Chirag Dilli,Masjid Moth,77.23,28.541999999999998,77.236,28.54,
9167,764Ext - Cluster,Masjid Moth,Savitri Cinema,77.236,28.54,77.237,28.541,
9168,764Ext - Cluster,Savitri Cinema,O.S. Communication,77.237,28.541,77.235,28.54,
9169,764Ext - Cluster,O.S. Communication,Pumposh Enclave,77.235,28.54,77.243,28.543,
9170,764Ext - Cluster,Pumposh Enclave,Nehru Place Terminal,77.243,28.543000000000003,77.255,28.548,
9171,764Ext - Cluster,Nehru Place Terminal,Kalkaji Mandir (MaaAnandmayeeMarg),77.255,28.548000000000002,77.263,28.547,
9172,764Ext - Cluster,Kalkaji Mandir (MaaAnandmayeeMarg),Govind Puri Metro Station,77.263,28.546999999999997,77.264,28.545,
9173,764Ext - Cluster,Govind Puri Metro Station,Kalkaji Depot,77.264,28.545,77.265,28.538,
9174,764Ext - Cluster,Kalkaji Depot,C. Lal Chowk,77.265,28.538,77.268394,28.534198,
9175,764Ext - Cluster,C. Lal Chowk,Crown Plaza,77.268394,28.534197999999996,77.2709331655,28.5294953443,
9176,764Ext - Cluster,Crown Plaza,Bank,77.2709331655,28.5294953443,77.273,28.525,
9177,764Ext - Cluster,Bank,Okhla Ph-I,77.273,28.525,77.278,28.518,
9178,764Ext - Cluster,Okhla Ph-I,ESI Hospital Okhla,77.278,28.518,77.2814289,28.5141318,
9179,764Ext - Cluster,ESI Hospital Okhla,Central Work Shop II Tehkhand,77.28142890000001,28.5141318,77.283734,28.516563,
9180,764Ext - Cluster,Central Work Shop II Tehkhand,Okhla Depot IV CWS II,77.283734,28.516563,77.284,28.518,
